Driver,Position,Lap Time,Lap #,LapTime in Seconds,Season
leclerc,2,01:20:00,1,80.348,2022
leclerc,2,01:16:00,2,76.554,2022
leclerc,2,01:17:00,3,77.062,2022
leclerc,2,01:16:00,4,76.428,2022
leclerc,2,01:16:00,5,76.333,2022
leclerc,2,01:16:00,6,76.213,2022
leclerc,2,01:16:00,7,76.834,2022
leclerc,2,01:16:00,8,76.531,2022
leclerc,2,01:16:00,9,76.658,2022
leclerc,2,01:16:00,10,76.6,2022
leclerc,2,01:16:00,11,76.82,2022
leclerc,2,01:16:00,12,76.951,2022
leclerc,2,01:16:00,13,76.813,2022
leclerc,2,01:16:00,14,76.913,2022
leclerc,2,01:17:00,15,77.15,2022
leclerc,2,01:17:00,16,77.413,2022
leclerc,2,01:20:00,17,80.164,2022
leclerc,4,01:34:00,18,94.652,2022
leclerc,4,01:16:00,19,76.318,2022
leclerc,4,01:16:00,20,76.27,2022
leclerc,4,01:16:00,21,76.166,2022
leclerc,4,01:16:00,22,76.303,2022
leclerc,4,01:16:00,23,76.077,2022
leclerc,4,01:16:00,24,76.105,2022
leclerc,4,01:16:00,25,76.27799999999999,2022
leclerc,4,01:16:00,26,76.195,2022
leclerc,4,01:16:00,27,76.523,2022
leclerc,4,01:16:00,28,76.62,2022
leclerc,4,01:16:00,29,76.787,2022
leclerc,3,01:16:00,30,76.623,2022
leclerc,3,01:16:00,31,76.532,2022
leclerc,2,01:16:00,32,76.485,2022
leclerc,2,01:16:00,33,76.369,2022
leclerc,2,01:16:00,34,76.451,2022
leclerc,2,01:16:00,35,76.44,2022
leclerc,2,01:16:00,36,76.523,2022
leclerc,2,01:16:00,37,76.584,2022
leclerc,2,01:16:00,38,76.538,2022
leclerc,2,01:16:00,39,76.336,2022
leclerc,2,01:16:00,40,76.39699999999999,2022
leclerc,2,01:16:00,41,76.316,2022
leclerc,2,01:16:00,42,76.38,2022
leclerc,2,01:16:00,43,76.374,2022
leclerc,2,01:16:00,44,76.224,2022
leclerc,3,01:21:00,45,81.10900000000001,2022
leclerc,4,01:35:00,46,95.746,2022
leclerc,4,01:21:00,47,81.541,2022
leclerc,4,01:17:00,50,77.075,2022
leclerc,4,01:14:00,51,74.824,2022
leclerc,4,01:17:00,53,77.714,2022
leclerc,4,01:15:00,54,75.104,2022
leclerc,4,01:15:00,55,75.257,2022
leclerc,4,01:15:00,56,75.031,2022
leclerc,4,01:36:00,57,96.578,2022
leclerc,4,01:15:00,62,75.7,2022
leclerc,4,01:14:00,63,74.413,2022
leclerc,4,01:14:00,64,74.42,2022
leclerc,4,01:14:00,65,74.597,2022
leclerc,4,01:14:00,66,74.89,2022
leclerc,3,01:14:00,67,74.72,2022
leclerc,3,01:14:00,68,74.635,2022
leclerc,3,01:14:00,69,74.455,2022
leclerc,3,01:14:00,70,74.604,2022
leclerc,3,01:14:00,71,74.766,2022
leclerc,3,01:15:00,72,75.156,2022
leclerc,3,01:16:00,73,76.199,2022
