Driver,Position,Lap Time,Lap #,LapTime in Seconds,Season
max_verstappen,3,01:38:00,1,98.082,2022
max_verstappen,3,01:35:00,2,95.275,2022
max_verstappen,3,01:34:00,3,94.89,2022
max_verstappen,3,01:34:00,4,94.7,2022
max_verstappen,3,01:34:00,5,94.809,2022
max_verstappen,3,01:34:00,6,94.84,2022
max_verstappen,3,01:34:00,7,94.634,2022
max_verstappen,3,01:34:00,8,94.821,2022
max_verstappen,3,01:34:00,9,94.832,2022
max_verstappen,3,01:35:00,10,95.252,2022
max_verstappen,3,01:34:00,11,94.959,2022
max_verstappen,3,01:35:00,12,95.191,2022
max_verstappen,3,01:34:00,13,94.982,2022
max_verstappen,3,01:35:00,14,95.093,2022
max_verstappen,3,01:35:00,15,95.37,2022
max_verstappen,2,01:44:00,16,104.577,2022
max_verstappen,2,03:02:00,17,182.658,2022
max_verstappen,2,02:39:00,18,159.567,2022
max_verstappen,2,02:29:00,19,149.635,2022
max_verstappen,2,02:43:00,20,163.487,2022
max_verstappen,2,01:35:00,21,95.227,2022
max_verstappen,2,01:34:00,22,94.167,2022
max_verstappen,2,01:33:00,23,93.688,2022
max_verstappen,2,01:33:00,24,93.445,2022
max_verstappen,2,01:33:00,25,93.301,2022
max_verstappen,2,01:33:00,26,93.304,2022
max_verstappen,2,01:33:00,27,93.059,2022
max_verstappen,2,01:33:00,28,93.03,2022
max_verstappen,2,01:32:00,29,92.93,2022
max_verstappen,2,01:32:00,30,92.778,2022
max_verstappen,2,01:32:00,31,92.897,2022
max_verstappen,2,01:32:00,32,92.887,2022
max_verstappen,2,01:32:00,33,92.855,2022
max_verstappen,2,01:32:00,34,92.827,2022
max_verstappen,2,01:32:00,35,92.474,2022
max_verstappen,2,01:32:00,36,92.543,2022
max_verstappen,2,01:33:00,37,93.124,2022
max_verstappen,2,01:48:00,38,108.873,2022
max_verstappen,2,02:07:00,39,127.594,2022
max_verstappen,2,02:03:00,40,123.699,2022
max_verstappen,2,01:34:00,41,94.945,2022
max_verstappen,1,01:32:00,42,92.755,2022
max_verstappen,2,01:34:00,43,94.644,2022
max_verstappen,2,01:32:00,44,92.302,2022
max_verstappen,2,01:32:00,45,92.063,2022
max_verstappen,1,01:32:00,46,92.737,2022
max_verstappen,1,01:31:00,47,91.779,2022
max_verstappen,1,01:31:00,48,91.861,2022
max_verstappen,1,01:32:00,49,92.079,2022
max_verstappen,1,01:31:00,50,91.772,2022
