Driver,Position,Lap Time,Lap #,LapTime in Seconds,Season
hamilton,4,01:22:00,1,82.718,2022
hamilton,4,01:16:00,2,76.814,2022
hamilton,4,01:16:00,3,76.804,2022
hamilton,4,01:16:00,4,76.578,2022
hamilton,4,01:16:00,5,76.607,2022
hamilton,4,01:17:00,6,77.083,2022
hamilton,4,01:16:00,7,76.996,2022
hamilton,4,01:17:00,8,77.27,2022
hamilton,4,01:17:00,9,77.441,2022
hamilton,4,01:17:00,10,77.094,2022
hamilton,4,01:17:00,11,77.055,2022
hamilton,4,01:17:00,12,77.94,2022
hamilton,4,01:16:00,13,76.887,2022
hamilton,3,01:17:00,14,77.104,2022
hamilton,3,01:16:00,15,76.887,2022
hamilton,3,01:17:00,16,77.064,2022
hamilton,3,01:16:00,17,76.937,2022
hamilton,2,01:16:00,18,76.988,2022
hamilton,1,01:16:00,19,76.789,2022
hamilton,1,01:16:00,20,76.674,2022
hamilton,1,01:16:00,21,76.825,2022
hamilton,1,01:16:00,22,76.678,2022
hamilton,1,01:16:00,23,76.625,2022
hamilton,1,01:16:00,24,76.702,2022
hamilton,1,01:16:00,25,76.739,2022
hamilton,1,01:16:00,26,76.712,2022
hamilton,1,01:17:00,27,77.019,2022
hamilton,1,01:16:00,28,76.886,2022
hamilton,2,01:19:00,29,79.848,2022
hamilton,5,01:35:00,30,95.03,2022
hamilton,5,01:15:00,31,75.801,2022
hamilton,4,01:15:00,32,75.837,2022
hamilton,4,01:15:00,33,75.983,2022
hamilton,4,01:15:00,34,75.472,2022
hamilton,4,01:15:00,35,75.783,2022
hamilton,4,01:17:00,36,77.47200000000001,2022
hamilton,3,01:17:00,37,77.583,2022
hamilton,3,01:15:00,38,75.116,2022
hamilton,3,01:16:00,39,76.03999999999999,2022
hamilton,3,01:15:00,40,75.232,2022
hamilton,3,01:15:00,41,75.522,2022
hamilton,3,01:15:00,42,75.286,2022
hamilton,3,01:15:00,43,75.28999999999999,2022
hamilton,3,01:15:00,44,75.969,2022
hamilton,2,01:15:00,45,75.792,2022
hamilton,2,01:15:00,46,75.321,2022
hamilton,2,01:15:00,47,75.137,2022
hamilton,2,01:20:00,50,80.434,2022
hamilton,2,01:14:00,51,74.66499999999999,2022
hamilton,2,01:14:00,53,74.419,2022
hamilton,2,01:13:00,54,73.961,2022
hamilton,2,01:13:00,55,73.854,2022
hamilton,2,01:14:00,56,74.193,2022
hamilton,2,01:26:00,57,86.477,2022
hamilton,2,01:15:00,62,75.423,2022
hamilton,2,01:14:00,63,74.07900000000001,2022
hamilton,2,01:14:00,64,74.532,2022
hamilton,3,01:15:00,65,75.624,2022
hamilton,3,01:15:00,66,75.167,2022
hamilton,4,01:16:00,67,76.063,2022
hamilton,4,01:14:00,68,74.681,2022
hamilton,4,01:14:00,69,74.722,2022
hamilton,4,01:15:00,70,75.038,2022
hamilton,4,01:15:00,71,75.115,2022
hamilton,4,01:15:00,72,75.286,2022
hamilton,4,01:15:00,73,75.782,2022
